variety,Location,Irrigation,Year,fittedValue,envMean,sens,intercept_sig,sens_sig,both_sig
PHY 400 W3FE,Colquitt,irrigated,2021,718.7977305981269,755.9652040391946,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Colquitt,irrigated,2021,766.5667523280556,755.9652040391946,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Colquitt,irrigated,2021,794.839471806384,755.9652040391946,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Colquitt,irrigated,2021,725.2119025919269,755.9652040391946,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Colquitt,irrigated,2021,793.4560299309085,755.9652040391946,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Colquitt,irrigated,2021,773.8315574854041,755.9652040391946,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Colquitt,irrigated,2021,734.1008057142745,755.9652040391946,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Screven,irrigated,2021,1726.8080190637925,1712.0699971885495,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Screven,irrigated,2021,1701.4302590147197,1712.0699971885495,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Screven,irrigated,2021,1687.361142372067,1712.0699971885495,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Screven,irrigated,2021,1791.9321188070749,1712.0699971885495,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Screven,irrigated,2021,1593.1119977302983,1712.0699971885495,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Screven,irrigated,2021,1560.241346037181,1712.0699971885495,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Screven,irrigated,2021,1677.76259605424,1712.0699971885495,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Screven,irrigated,2021,1668.4544963171936,1712.0699971885495,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Screven,irrigated,2021,1839.1090503931116,1712.0699971885495,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Screven,irrigated,2021,1854.0035848100354,1712.0699971885495,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Screven,irrigated,2021,1732.5553584743298,1712.0699971885495,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Worth,irrigated,2021,1446.2305195164927,1436.6800151904863,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Worth,irrigated,2021,1434.2253707164111,1436.6800151904863,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Worth,irrigated,2021,1423.2476306704323,1436.6800151904863,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Worth,irrigated,2021,1480.8673997133305,1436.6800151904863,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Worth,irrigated,2021,1341.2804077085902,1436.6800151904863,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Worth,irrigated,2021,1331.6366641655227,1436.6800151904863,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Worth,irrigated,2021,1423.4513688388902,1436.6800151904863,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Worth,irrigated,2021,1396.7692555705446,1436.6800151904863,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Worth,irrigated,2021,1537.9262004120183,1436.6800151904863,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Worth,irrigated,2021,1542.8781126953136,1436.6800151904863,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Worth,irrigated,2021,1444.967237087804,1436.6800151904863,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Mitchell,irrigated,2021,1372.487735634296,1364.3006406555671,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Mitchell,irrigated,2021,1363.9972435079183,1364.3006406555671,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Mitchell,irrigated,2021,1353.8319945442065,1364.3006406555671,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Mitchell,irrigated,2021,1399.1118120752735,1364.3006406555671,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Mitchell,irrigated,2021,1275.0927677601128,1364.3006406555671,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Mitchell,irrigated,2021,1271.5536365638097,1364.3006406555671,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Mitchell,irrigated,2021,1356.6120182223372,1364.3006406555671,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Mitchell,irrigated,2021,1325.3635796888789,1364.3006406555671,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Mitchell,irrigated,2021,1458.767815113786,1364.3006406555671,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Mitchell,irrigated,2021,1461.106557643963,1364.3006406555671,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Mitchell,irrigated,2021,1369.3818864566558,1364.3006406555671,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Macon,dryland,2021,1206.4535635419352,1201.336227125072,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Macon,dryland,2021,1205.8764302594477,1201.336227125072,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Macon,dryland,2021,1197.5405302445386,1201.336227125072,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Macon,dryland,2021,1215.0365630435322,1201.336227125072,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Macon,dryland,2021,1126.0692372795145,1201.336227125072,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Macon,dryland,2021,1136.27483070005,1201.336227125072,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Macon,dryland,2021,1206.1211408974623,1201.336227125072,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Macon,dryland,2021,1164.591478968525,1201.336227125072,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Macon,dryland,2021,1280.5402479506592,1201.336227125072,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Macon,dryland,2021,1276.9953574844355,1201.336227125072,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Macon,dryland,2021,1199.19911800569,1201.336227125072,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Seminole,irrigated,2021,1486.73246944667,1476.4331360934607,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Seminole,irrigated,2021,1472.7969561942848,1476.4331360934607,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Seminole,irrigated,2021,1461.3729694594738,1476.4331360934607,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Seminole,irrigated,2021,1525.7702436623538,1476.4331360934607,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Seminole,irrigated,2021,1377.632825369853,1476.4331360934607,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Seminole,irrigated,2021,1364.6362289699314,1476.4331360934607,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Seminole,irrigated,2021,1460.1617273244312,1476.4331360934607,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Seminole,irrigated,2021,1435.9875893116432,1476.4331360934607,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Seminole,irrigated,2021,1581.402575849978,1476.4331360934607,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Seminole,irrigated,2021,1587.7897264702056,1476.4331360934607,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Seminole,irrigated,2021,1486.4811849692421,1476.4331360934607,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Oconee,dryland,2021,1658.9080653521983,1645.425426399818,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Oconee,dryland,2021,1636.766486701401,1645.425426399818,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Oconee,dryland,2021,1623.445485385736,1645.425426399818,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Oconee,dryland,2021,1716.65423636157,1645.425426399818,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Oconee,dryland,2021,1532.1685744936515,1645.425426399818,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Oconee,dryland,2021,1504.918851031759,1645.425426399818,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Oconee,dryland,2021,1616.2190988596262,1645.425426399818,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Oconee,dryland,2021,1602.706475536536,1645.425426399818,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Oconee,dryland,2021,1766.2225872752992,1645.425426399818,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Oconee,dryland,2021,1778.7110000904036,1645.425426399818,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Oconee,dryland,2021,1662.958829309818,1645.425426399818,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Toombs,dryland,2021,894.0901886179661,894.7480497553305,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Toombs,dryland,2021,908.4006139886876,894.7480497553305,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Toombs,dryland,2021,903.5063043666505,894.7480497553305,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Toombs,dryland,2021,868.732152915598,894.7480497553305,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Toombs,dryland,2021,845.7083191782071,894.7480497553305,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Toombs,dryland,2021,881.7721351237299,894.7480497553305,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Toombs,dryland,2021,922.9996741290572,894.7480497553305,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Toombs,dryland,2021,862.127743089562,894.7480497553305,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Toombs,dryland,2021,945.2371974882896,894.7480497553305,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Toombs,dryland,2021,930.6233117880754,894.7480497553305,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Toombs,dryland,2021,879.0309066228118,894.7480497553305,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Grady,dryland,2021,1361.647046090835,1353.6603815362964,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Grady,dryland,2021,1353.6732323409115,1353.6603815362964,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Grady,dryland,2021,1343.6274250786923,1353.6603815362964,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Grady,dryland,2021,1387.093186016306,1353.6603815362964,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Grady,dryland,2021,1265.3627356332806,1353.6603815362964,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Grady,dryland,2021,1262.7210238690968,1353.6603815362964,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Grady,dryland,2021,1346.786180205724,1353.6603815362964,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Grady,dryland,2021,1314.8664608777592,1353.6603815362964,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Grady,dryland,2021,1447.130995419663,1353.6603815362964,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Grady,dryland,2021,1449.085584266909,1353.6603815362964,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Grady,dryland,2021,1358.2703271000835,1353.6603815362964,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Sumter,irrigated,2021,1079.296482746837,1076.5301174135373,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Sumter,irrigated,2021,1084.7797862840266,1076.5301174135373,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Sumter,irrigated,2021,1077.8448910692373,1076.5301174135373,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Sumter,irrigated,2021,1074.0627441089182,1076.5301174135373,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Sumter,irrigated,2021,1011.9397369068373,1076.5301174135373,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Sumter,irrigated,2021,1032.671711954629,1076.5301174135373,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Sumter,irrigated,2021,1090.8678746223761,1076.5301174135373,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Sumter,irrigated,2021,1041.464349515176,1076.5301174135373,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Sumter,irrigated,2021,1144.0448694868292,1076.5301174135373,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Sumter,irrigated,2021,1135.9940054197257,1076.5301174135373,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Sumter,irrigated,2021,1068.8648394343172,1076.5301174135373,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Evans,irrigated,2021,1550.7543892632884,1539.2713728523843,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Evans,irrigated,2021,1533.7675256834427,1539.2713728523843,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Evans,irrigated,2021,1521.6381514356822,1539.2713728523843,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Evans,irrigated,2021,1596.7487096324712,1539.2713728523843,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Evans,irrigated,2021,1435.0955295769784,1539.2713728523843,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Evans,irrigated,2021,1416.799038304625,1539.2713728523843,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Evans,irrigated,2021,1518.1902329013806,1539.2713728523843,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Evans,irrigated,2021,1497.9804815660289,1539.2713728523843,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Evans,irrigated,2021,1650.1262058728466,1539.2713728523843,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Evans,irrigated,2021,1658.7820550096449,1539.2713728523843,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Evans,irrigated,2021,1552.1027821298378,1539.2713728523843,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,JeffDavis,irrigated,2021,1313.141985439896,1306.052117149347,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,JeffDavis,irrigated,2021,1307.4799726032327,1306.052117149347,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,JeffDavis,irrigated,2021,1297.9685895537839,1306.052117149347,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,JeffDavis,irrigated,2021,1333.317622792763,1306.052117149347,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,JeffDavis,irrigated,2021,1221.8271471861174,1306.052117149347,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,JeffDavis,irrigated,2021,1223.2008058289323,1306.052117149347,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,JeffDavis,irrigated,2021,1302.8219224865627,1306.052117149347,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,JeffDavis,irrigated,2021,1267.8986566110468,1306.052117149347,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,JeffDavis,irrigated,2021,1395.063768258089,1306.052117149347,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,JeffDavis,irrigated,2021,1395.2995183160558,1306.052117149347,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,JeffDavis,irrigated,2021,1308.5532995663361,1306.052117149347,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Pulaski,irrigated,2021,1432.7974549888504,1423.4953107704423,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Pulaski,irrigated,2021,1421.4325398144183,1423.4953107704423,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Pulaski,irrigated,2021,1410.6028040145723,1423.4953107704423,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Pulaski,irrigated,2021,1465.9747142677725,1423.4953107704423,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Pulaski,irrigated,2021,1329.2235962952784,1423.4953107704423,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Pulaski,irrigated,2021,1320.691875478412,1423.4953107704423,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Pulaski,irrigated,2021,1411.2758411119714,1423.4953107704423,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Pulaski,irrigated,2021,1383.7619211404988,1423.4953107704423,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Pulaski,irrigated,2021,1523.5066241275945,1423.4953107704423,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Pulaski,irrigated,2021,1527.9825186086407,1423.4953107704423,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Pulaski,irrigated,2021,1431.1985286268557,1423.4953107704423,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Turner,dryland,2021,1162.8635532905514,1158.5521401694452,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Turner,dryland,2021,1164.3639645808532,1158.5521401694452,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Turner,dryland,2021,1156.5083352140086,1158.5521401694452,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Turner,dryland,2021,1166.7101137879163,1158.5521401694452,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Turner,dryland,2021,1086.9451392731526,1158.5521401694452,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Turner,dryland,2021,1100.7592229183217,1158.5521401694452,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Turner,dryland,2021,1166.6118109645738,1158.5521401694452,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Turner,dryland,2021,1122.3829538786517,1158.5521401694452,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Turner,dryland,2021,1233.7490279155559,1158.5521401694452,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Turner,dryland,2021,1228.659469749927,1158.5521401694452,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Turner,dryland,2021,1154.5199502903843,1158.5521401694452,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Miller,irrigated,2021,1388.110600600897,1379.6346589173738,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Miller,irrigated,2021,1378.87550671518,1379.6346589173738,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Miller,irrigated,2021,1368.5381264893085,1379.6346589173738,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Miller,irrigated,2021,1416.4322390878322,1379.6346589173738,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Miller,irrigated,2021,1289.1150287453358,1379.6346589173738,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Miller,irrigated,2021,1284.2825976578963,1379.6346589173738,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Miller,irrigated,2021,1370.7723481443243,1379.6346589173738,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Miller,irrigated,2021,1340.4913138673205,1379.6346589173738,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Miller,irrigated,2021,1475.5380087433623,1379.6346589173738,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Miller,irrigated,2021,1478.4303674518085,1379.6346589173738,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Miller,irrigated,2021,1385.395110587847,1379.6346589173738,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Lowndes,dryland,2021,864.5065340318986,865.7113589407109,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Lowndes,dryland,2021,880.2269467064567,865.7113589407109,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Lowndes,dryland,2021,875.6585870183203,865.7113589407109,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Lowndes,dryland,2021,835.9339733807844,865.7113589407109,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Lowndes,dryland,2021,819.1555885241712,865.7113589407109,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Lowndes,dryland,2021,857.6684134918787,865.7113589407109,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Lowndes,dryland,2021,896.1854943910646,865.7113589407109,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Lowndes,dryland,2021,833.4816744227961,865.7113589407109,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Lowndes,dryland,2021,913.4809468428739,865.7113589407109,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Lowndes,dryland,2021,897.8187265493455,865.7113589407109,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Lowndes,dryland,2021,848.7080629882289,865.7113589407109,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,BenHill,irrigated,2021,1358.6493853906652,1350.718143731811,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,BenHill,irrigated,2021,1350.8184432226199,1350.718143731811,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,BenHill,irrigated,2021,1340.80566390508,1350.718143731811,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,BenHill,irrigated,2021,1383.769803046748,1350.718143731811,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,BenHill,irrigated,2021,1262.672193228108,1350.718143731811,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,BenHill,irrigated,2021,1260.2786353246584,1350.718143731811,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,BenHill,irrigated,2021,1344.0691456157606,1350.718143731811,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,BenHill,irrigated,2021,1311.9638041418614,1350.718143731811,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,BenHill,irrigated,2021,1443.9131893075898,1350.718143731811,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,BenHill,irrigated,2021,1445.7615522184205,1350.718143731811,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,BenHill,irrigated,2021,1355.1977656484096,1350.718143731811,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Bulloch,irrigated,2021,1321.6937684477982,1314.4457886746736,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Bulloch,irrigated,2021,1315.6241688665282,1314.4457886746736,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Bulloch,irrigated,2021,1306.0185630732985,1314.4457886746736,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Bulloch,irrigated,2021,1342.798632436786,1314.4457886746736,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Bulloch,irrigated,2021,1229.502777327078,1314.4457886746736,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Bulloch,irrigated,2021,1230.1684979536083,1314.4457886746736,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Bulloch,irrigated,2021,1310.5731300321713,1314.4457886746736,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Bulloch,irrigated,2021,1276.1794105170577,1314.4457886746736,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Bulloch,irrigated,2021,1404.243586250963,1314.4457886746736,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Bulloch,irrigated,2021,1404.7823796646996,1314.4457886746736,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Bulloch,irrigated,2021,1317.3187608514213,1314.4457886746736,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Wilcox,dryland,2021,1637.2103798597911,1624.1289032402826,1.0155872075955217,  b  , abcd ,b/abcd
DP 2055 B3XF,Wilcox,dryland,2021,1616.1029351419038,1624.1289032402826,0.9671832802010015,  bc ,   cde,bc/cde
ST 4990 B3XF,Wilcox,dryland,2021,1603.0209968916715,1624.1289032402826,0.9559936355199139,  bc ,   cde,bc/cde
ST 5091 B3XF,Wilcox,dryland,2021,1692.5989060033985,1624.1289032402826,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Wilcox,dryland,2021,1512.6938744690237,1624.1289032402826,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Wilcox,dryland,2021,1487.2403397564567,1624.1289032402826,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Wilcox,dryland,2021,1596.5526429456286,1624.1289032402826,0.920512976003221,  bc ,    de,bc/de
NG 4936 B3XF,Wilcox,dryland,2021,1581.696448302845,1624.1289032402826,0.9834005058851539,   c ,  bcd ,c/bcd
DG 3615 B3XF,Wilcox,dryland,2021,1742.9314439543257,1624.1289032402826,1.0901709869161995, a   , abc  ,a/abc
DG 3799 B3XF,Wilcox,dryland,2021,1754.6509715652587,1624.1289032402826,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Wilcox,dryland,2021,1640.718996752806,1624.1289032402826,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Telfair,irrigated,2022,1245.837320031935,1233.7671912564463,1.0155872075955217,  b  , abcd ,b/abcd
ST 5091 B3XF,Telfair,irrigated,2022,1258.6997119745206,1233.7671912564463,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Telfair,irrigated,2022,1161.4180233864074,1233.7671912564463,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Telfair,irrigated,2022,1168.3633308037065,1233.7671912564463,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Telfair,irrigated,2022,1241.8179856604324,1233.7671912564463,0.920512976003221,  bc ,    de,bc/de
DG 3799 B3XF,Telfair,irrigated,2022,1320.667034120561,1233.7671912564463,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Telfair,irrigated,2022,1239.5669328175613,1233.7671912564463,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Tattnall,dryland,2022,1401.565423633375,1386.4078232090012,1.0155872075955217,  b  , abcd ,b/abcd
ST 5091 B3XF,Tattnall,dryland,2022,1431.34904729165,1386.4078232090012,1.1259397134681648,  b  , ab   ,b/ab
PHY 400 W3FE,Tattnall,dryland,2022,1301.1913694469126,1386.4078232090012,0.9115376026486085,    d,    de,d/de
PHY 545 W3FE,Tattnall,dryland,2022,1295.2451144097452,1386.4078232090012,0.8274647499528421,    d,     e,d/e
NG 3195 B3XF,Tattnall,dryland,2022,1382.9675974528957,1386.4078232090012,0.920512976003221,  bc ,    de,bc/de
DG 3799 B3XF,Tattnall,dryland,2022,1493.3500890080772,1386.4078232090012,1.1261596170278845, a   , a    ,a/a
AR 9831 B3XF,Tattnall,dryland,2022,1399.1861212203523,1386.4078232090012,1.0409630765397355,  bc , abcd ,bc/abcd
DP 1646 B2XF,Toombs,irrigated,2022,1243.0076861366892,1230.9936577966794,1.0155872075955217,  b  , abcd ,b/abcd
