variety,location,irrigation,year,envMean,fittedValue
NG 4936 B3XF,Wilcox,dryland,2021,1624.1289032402826,1581.696448302845
DG 3615 B3XF,Wilcox,dryland,2021,1624.1289032402826,1742.9314439543257
DG 3799 B3XF,Wilcox,dryland,2021,1624.1289032402826,1754.6509715652587
AR 9831 B3XF,Wilcox,dryland,2021,1624.1289032402826,1640.718996752806
DP 1646 B2XF,Worth,irrigated,2021,1436.6800151904863,1446.2305195164927
DP 2055 B3XF,Worth,irrigated,2021,1436.6800151904863,1434.2253707164111
ST 4990 B3XF,Worth,irrigated,2021,1436.6800151904863,1423.2476306704323
ST 5091 B3XF,Worth,irrigated,2021,1436.6800151904863,1480.8673997133305
PHY 400 W3FE,Worth,irrigated,2021,1436.6800151904863,1341.2804077085902
PHY 545 W3FE,Worth,irrigated,2021,1436.6800151904863,1331.6366641655227
NG 3195 B3XF,Worth,irrigated,2021,1436.6800151904863,1423.4513688388902
NG 4936 B3XF,Worth,irrigated,2021,1436.6800151904863,1396.7692555705446
DG 3615 B3XF,Worth,irrigated,2021,1436.6800151904863,1537.9262004120183
DG 3799 B3XF,Worth,irrigated,2021,1436.6800151904863,1542.8781126953136
AR 9831 B3XF,Worth,irrigated,2021,1436.6800151904863,1444.967237087804
DP 1646 B2XF,Bulloch,irrigated,2022,1578.9176979000601,1597.9692076501233
ST 5091 B3XF,Bulloch,irrigated,2022,1578.9176979000601,1649.0938343921525
PHY 400 W3FE,Bulloch,irrigated,2022,1578.9176979000601,1477.4730645045013
PHY 545 W3FE,Bulloch,irrigated,2022,1578.9176979000601,1455.2680123113269
NG 3195 B3XF,Bulloch,irrigated,2022,1578.9176979000601,1560.9850344306515
DG 3799 B3XF,Bulloch,irrigated,2022,1578.9176979000601,1711.1374031224339
AR 9831 B3XF,Bulloch,irrigated,2022,1578.9176979000601,1600.4973288892322
DP 1646 B2XF,Burke,irrigated,2022,1643.884465643576,1664.250062284934
ST 5091 B3XF,Burke,irrigated,2022,1643.884465643576,1722.5766883684564
PHY 400 W3FE,Burke,irrigated,2022,1643.884465643576,1536.9632696621256
PHY 545 W3FE,Burke,irrigated,2022,1643.884465643576,1509.271322314516
NG 3195 B3XF,Burke,irrigated,2022,1643.884465643576,1621.0610045645979
DG 3799 B3XF,Burke,irrigated,2022,1643.884465643576,1784.6346087917943
AR 9831 B3XF,Burke,irrigated,2022,1643.884465643576,1668.4343035186082
DP 1646 B2XF,Burke,dryland,2022,1566.3105044973893,1585.1070077547195
ST 5091 B3XF,Burke,dryland,2022,1566.3105044973893,1634.8340430551893
PHY 400 W3FE,Burke,dryland,2022,1566.3105044973893,1465.92863112669
PHY 545 W3FE,Burke,dryland,2022,1566.3105044973893,1444.7883440556661
NG 3195 B3XF,Burke,dryland,2022,1566.3105044973893,1549.3269298236642
DG 3799 B3XF,Burke,dryland,2022,1566.3105044973893,1696.8748267528101
AR 9831 B3XF,Burke,dryland,2022,1566.3105044973893,1587.3137489129854
DP 1646 B2XF,Colquitt,irrigated,2022,1655.7180374611007,1676.3229925028027
ST 5091 B3XF,Colquitt,irrigated,2022,1655.7180374611007,1735.9614489173919
PHY 400 W3FE,Colquitt,irrigated,2022,1655.7180374611007,1547.799296135711
PHY 545 W3FE,Colquitt,irrigated,2022,1655.7180374611007,1519.1079213866713
NG 3195 B3XF,Colquitt,irrigated,2022,1655.7180374611007,1632.0037270022317
DG 3799 B3XF,Colquitt,irrigated,2022,1655.7180374611007,1798.0219834740226
AR 9831 B3XF,Colquitt,irrigated,2022,1655.7180374611007,1680.8088928088735
DP 1646 B2XF,Cook,irrigated,2022,1312.3034089691273,1325.9620947526473
ST 5091 B3XF,Cook,irrigated,2022,1312.3034089691273,1347.5307500341007
PHY 400 W3FE,Cook,irrigated,2022,1312.3034089691273,1233.3338022731837
PHY 545 W3FE,Cook,irrigated,2022,1312.3034089691273,1233.6461801577009
NG 3195 B3XF,Cook,irrigated,2022,1312.3034089691273,1314.4418768222492
DG 3799 B3XF,Cook,irrigated,2022,1312.3034089691273,1409.5154214762438
AR 9831 B3XF,Cook,irrigated,2022,1312.3034089691273,1321.6937372677653
DP 1646 B2XF,Dooly,irrigated,2022,1581.0809319008113,1600.1761975208665
ST 5091 B3XF,Dooly,irrigated,2022,1581.0809319008113,1651.5406331742827
PHY 400 W3FE,Dooly,irrigated,2022,1581.0809319008113,1479.4539424052873
PHY 545 W3FE,Dooly,irrigated,2022,1581.0809319008113,1457.0661900629614
NG 3195 B3XF,Dooly,irrigated,2022,1581.0809319008113,1562.9854168682527
DG 3799 B3XF,Dooly,irrigated,2022,1581.0809319008113,1713.5846797807378
AR 9831 B3XF,Dooly,irrigated,2022,1581.0809319008113,1602.7594634932905
DP 1646 B2XF,JeffDavis,irrigated,2022,1414.3591564624617,1430.0821302599975
ST 5091 B3XF,JeffDavis,irrigated,2022,1414.3591564624617,1462.9643455625423
PHY 400 W3FE,JeffDavis,irrigated,2022,1414.3591564624617,1326.7864637917971
PHY 545 W3FE,JeffDavis,irrigated,2022,1414.3591564624617,1318.4795243568174
NG 3195 B3XF,JeffDavis,irrigated,2022,1414.3591564624617,1408.8147116015978
DG 3799 B3XF,JeffDavis,irrigated,2022,1414.3591564624617,1524.9715619582603
AR 9831 B3XF,JeffDavis,irrigated,2022,1414.3591564624617,1428.4153577062186
DP 1646 B2XF,Jenkins,irrigated,2022,1944.5299871698353,1970.9767596567258
ST 5091 B3XF,Jenkins,irrigated,2022,1944.5299871698353,2062.6319462221736
PHY 400 W3FE,Jenkins,irrigated,2022,1944.5299871698353,1812.265002787108
PHY 545 W3FE,Jenkins,irrigated,2022,1944.5299871698353,1759.181451199966
NG 3195 B3XF,Jenkins,irrigated,2022,1944.5299871698353,1899.073471544979
DG 3799 B3XF,Jenkins,irrigated,2022,1944.5299871698353,2124.7562817126854
AR 9831 B3XF,Jenkins,irrigated,2022,1944.5299871698353,1982.82499706521
DP 1646 B2XF,Lowndes,dryland,2022,1276.1764322957047,1289.1043754531472
ST 5091 B3XF,Lowndes,dryland,2022,1276.1764322957047,1306.6681145097496
PHY 400 W3FE,Lowndes,dryland,2022,1276.1764322957047,1200.2522541421222
PHY 545 W3FE,Lowndes,dryland,2022,1276.1764322957047,1203.6158063445052
NG 3195 B3XF,Lowndes,dryland,2022,1276.1764322957047,1281.0345941907544
DG 3799 B3XF,Lowndes,dryland,2022,1276.1764322957047,1368.6448052057624
AR 9831 B3XF,Lowndes,dryland,2022,1276.1764322957047,1283.9150762238914
DP 1646 B2XF,Macon,dryland,2022,999.4101695516554,1006.7399441306566
ST 5091 B3XF,Macon,dryland,2022,999.4101695516554,993.6222977457137
PHY 400 W3FE,Macon,dryland,2022,999.4101695516554,946.8168082483905
PHY 545 W3FE,Macon,dryland,2022,999.4101695516554,973.5551952887429
NG 3195 B3XF,Macon,dryland,2022,999.4101695516554,1025.1037188802006
DG 3799 B3XF,Macon,dryland,2022,999.4101695516554,1055.5378484991184
AR 9831 B3XF,Macon,dryland,2022,999.4101695516554,994.4953740687647
DP 1646 B2XF,Miller,irrigated,2022,1374.361720405436,1389.2756635518635
ST 5091 B3XF,Miller,irrigated,2022,1374.361720405436,1417.723896402313
PHY 400 W3FE,Miller,irrigated,2022,1374.361720405436,1290.160727904715
PHY 545 W3FE,Miller,irrigated,2022,1374.361720405436,1285.2318499881649
NG 3195 B3XF,Miller,irrigated,2022,1374.361720405436,1371.8283436868091
DG 3799 B3XF,Miller,irrigated,2022,1374.361720405436,1479.7222770356052
AR 9831 B3XF,Miller,irrigated,2022,1374.361720405436,1386.5892842685812
DP 1646 B2XF,Mitchell,irrigated,2022,1387.866932025448,1403.0540459354895
ST 5091 B3XF,Mitchell,irrigated,2022,1387.866932025448,1432.999421534029
PHY 400 W3FE,Mitchell,irrigated,2022,1387.866932025448,1302.527478443137
PHY 545 W3FE,Mitchell,irrigated,2022,1387.866932025448,1296.4579915233805
NG 3195 B3XF,Mitchell,irrigated,2022,1387.866932025448,1384.316862326671
DG 3799 B3XF,Mitchell,irrigated,2022,1387.866932025448,1495.0007855795882
AR 9831 B3XF,Mitchell,irrigated,2022,1387.866932025448,1400.7119388358415
DP 1646 B2XF,Oconee,dryland,2022,1095.5715247723335,1104.8463611226628
ST 5091 B3XF,Oconee,dryland,2022,1095.5715247723335,1102.38884207714
PHY 400 W3FE,Oconee,dryland,2022,1095.5715247723335,1034.8719624296496
PHY 545 W3FE,Oconee,dryland,2022,1095.5715247723335,1053.4888545529811
NG 3195 B3XF,Oconee,dryland,2022,1095.5715247723335,1114.0259002496728
DG 3799 B3XF,Oconee,dryland,2022,1095.5715247723335,1164.325635664411
AR 9831 B3XF,Oconee,dryland,2022,1095.5715247723335,1095.0531173098182
DP 1646 B2XF,Pulaski,irrigated,2022,1617.9219475748614,1637.7623987327038
ST 5091 B3XF,Pulaski,irrigated,2022,1617.9219475748614,1693.2109065947293
PHY 400 W3FE,Pulaski,irrigated,2022,1617.9219475748614,1513.1893375432612
PHY 545 W3FE,Pulaski,irrigated,2022,1617.9219475748614,1487.690105325802
NG 3195 B3XF,Pulaski,irrigated,2022,1617.9219475748614,1597.0529845526462
DG 3799 B3XF,Pulaski,irrigated,2022,1617.9219475748614,1755.2630916843998
AR 9831 B3XF,Pulaski,irrigated,2022,1617.9219475748614,1641.2848085904873
DP 1646 B2XF,Seminole,irrigated,2022,1562.8424795346057,1581.5688348332092
ST 5091 B3XF,Seminole,irrigated,2022,1562.8424795346057,1630.9114164450355
PHY 400 W3FE,Seminole,irrigated,2022,1562.8424795346057,1462.752953411858
PHY 545 W3FE,Seminole,irrigated,2022,1562.8424795346057,1441.9055651570238
NG 3195 B3XF,Seminole,irrigated,2022,1562.8424795346057,1546.1199830826704
DG 3799 B3XF,Seminole,irrigated,2022,1562.8424795346057,1692.951434027433
AR 9831 B3XF,Seminole,irrigated,2022,1562.8424795346057,1583.68716978501
DP 1646 B2XF,Sumter,irrigated,2022,1283.758856017416,1296.8401693356811
ST 5091 B3XF,Sumter,irrigated,2022,1283.758856017416,1315.2444706142842
PHY 400 W3FE,Sumter,irrigated,2022,1283.758856017416,1207.1954954093726
PHY 545 W3FE,Sumter,irrigated,2022,1283.758856017416,1209.9186592190042
NG 3195 B3XF,Sumter,irrigated,2022,1283.758856017416,1288.0462014612106
DG 3799 B3XF,Sumter,irrigated,2022,1283.758856017416,1377.2228363300287
AR 9831 B3XF,Sumter,irrigated,2022,1283.758856017416,1291.8441597523313
DP 1646 B2XF,Tattnall,dryland,2022,1386.4078232090012,1401.565423633375
ST 5091 B3XF,Tattnall,dryland,2022,1386.4078232090012,1431.34904729165
PHY 400 W3FE,Tattnall,dryland,2022,1386.4078232090012,1301.1913694469126
PHY 545 W3FE,Tattnall,dryland,2022,1386.4078232090012,1295.2451144097452
NG 3195 B3XF,Tattnall,dryland,2022,1386.4078232090012,1382.9675974528957
DG 3799 B3XF,Tattnall,dryland,2022,1386.4078232090012,1493.3500890080772
AR 9831 B3XF,Tattnall,dryland,2022,1386.4078232090012,1399.1861212203523
DP 1646 B2XF,Telfair,irrigated,2022,1233.7671912564463,1245.837320031935
ST 5091 B3XF,Telfair,irrigated,2022,1233.7671912564463,1258.6997119745206
PHY 400 W3FE,Telfair,irrigated,2022,1233.7671912564463,1161.4180233864074
PHY 545 W3FE,Telfair,irrigated,2022,1233.7671912564463,1168.3633308037065
NG 3195 B3XF,Telfair,irrigated,2022,1233.7671912564463,1241.8179856604324
DG 3799 B3XF,Telfair,irrigated,2022,1233.7671912564463,1320.667034120561
AR 9831 B3XF,Telfair,irrigated,2022,1233.7671912564463,1239.5669328175613
DP 1646 B2XF,Tift,dryland,2022,1100.7412504634149,1110.1206551799748
ST 5091 B3XF,Tift,dryland,2022,1100.7412504634149,1108.2362346941627
PHY 400 W3FE,Tift,dryland,2022,1100.7412504634149,1039.605891061981
PHY 545 W3FE,Tift,dryland,2022,1100.7412504634149,1057.786163913193
NG 3195 B3XF,Tift,dryland,2022,1100.7412504634149,1118.8064410862467
DG 3799 B3XF,Tift,dryland,2022,1100.7412504634149,1170.174170316337
AR 9831 B3XF,Tift,dryland,2022,1100.7412504634149,1100.4591969920089
DP 1646 B2XF,Toombs,irrigated,2022,1230.9936577966794,1243.0076861366892
ST 5091 B3XF,Toombs,irrigated,2022,1230.9936577966794,1255.562613403955
PHY 400 W3FE,Toombs,irrigated,2022,1230.9936577966794,1158.8782929940248
PHY 545 W3FE,Toombs,irrigated,2022,1230.9936577966794,1166.057844592305
NG 3195 B3XF,Toombs,irrigated,2022,1230.9936577966794,1239.2532480402344
DG 3799 B3XF,Toombs,irrigated,2022,1230.9936577966794,1317.5293228536543
AR 9831 B3XF,Toombs,irrigated,2022,1230.9936577966794,1236.666596555893
DP 1646 B2XF,Wilcox,dryland,2022,858.6971033688169,863.1806659208507
ST 5091 B3XF,Wilcox,dryland,2022,858.6971033688169,834.4640380075493
PHY 400 W3FE,Wilcox,dryland,2022,858.6971033688169,817.9655591201636
PHY 545 W3FE,Wilcox,dryland,2022,858.6971033688169,856.5881427708875
NG 3195 B3XF,Wilcox,dryland,2022,858.6971033688169,894.9837474691258
DG 3799 B3XF,Wilcox,dryland,2022,858.6971033688169,896.3485040878967
AR 9831 B3XF,Wilcox,dryland,2022,858.6971033688169,847.3490662052448
DP 1646 B2XF,Worth,irrigated,2022,1431.8466584201808,1447.9233530180936
ST 5091 B3XF,Worth,irrigated,2022,1431.8466584201808,1482.7441745028189
PHY 400 W3FE,Worth,irrigated,2022,1431.8466584201808,1342.7998059249048
PHY 545 W3FE,Worth,irrigated,2022,1431.8466584201808,1333.0159253846853
NG 3195 B3XF,Worth,irrigated,2022,1431.8466584201808,1424.9857276736436
DG 3799 B3XF,Worth,irrigated,2022,1431.8466584201808,1544.7552540314757
AR 9831 B3XF,Worth,irrigated,2022,1431.8466584201808,1446.7023684056435
